Date,Test Case ID,Module,Test Scenario,Test Steps,Expected Result,Actual Result,Status,Remarks
2026-06-18,TC-408,DHCP Failover,Verify operator user can view but not modify failover based on permissions,"1. Login to DDI Console with valid credentials
2. Navigate to DHCP > Failover Configuration
3. Select the existing record from list
4. Click 'Edit' and modify the required fields
5. Click 'Save' to apply changes
6. Enter invalid / duplicate / out-of-range value as per scenario
7. Click 'Save' / 'Submit'
8. Verify proper validation/error message is displayed and no change is saved",Access control should be enforced for failover,,Not Started,Platform: Windows | Type: Security | Nature: Negative
,,API AUTOMATION TESTING - DNS / DHCP / IPAM,,,,,,
,,A RECORD API,,,,,,
2026-06-19,TC-409,DNS Record API,GET /api/dns/records?type=A returns list of A records,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/records?type=A
4. Verify HTTP status code and response schema",API should return 200 with list of A records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-410,DNS Record API,POST /api/dns/records create A record with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and record should be created on Windows DNS server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-411,DNS Record API,PUT /api/dns/records/{id} update existing A record (value/TTL),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dns/records/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated record should reflect in Get-DnsServerResourceRecord,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-412,DNS Record API,DELETE /api/dns/records/{id} delete A record,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dns/records/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and record should be removed from zone file,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-413,DNS Record API,POST /api/dns/records create A with invalid payload (missing fields/bad value),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400 with proper validation error message,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,AAAA RECORD API,,,,,,
2026-06-19,TC-414,DNS Record API,GET /api/dns/records?type=AAAA returns list of AAAA records,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/records?type=AAAA
4. Verify HTTP status code and response schema",API should return 200 with list of AAAA records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-415,DNS Record API,POST /api/dns/records create AAAA record with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and record should be created on Windows DNS server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-416,DNS Record API,PUT /api/dns/records/{id} update existing AAAA record (value/TTL),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dns/records/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated record should reflect in Get-DnsServerResourceRecord,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-417,DNS Record API,DELETE /api/dns/records/{id} delete AAAA record,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dns/records/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and record should be removed from zone file,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-418,DNS Record API,POST /api/dns/records create AAAA with invalid payload (missing fields/bad value),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400 with proper validation error message,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,CAA RECORD API,,,,,,
2026-06-19,TC-419,DNS Record API,GET /api/dns/records?type=CAA returns list of CAA records,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/records?type=CAA
4. Verify HTTP status code and response schema",API should return 200 with list of CAA records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-420,DNS Record API,POST /api/dns/records create CAA record with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and record should be created on Windows DNS server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-421,DNS Record API,PUT /api/dns/records/{id} update existing CAA record (value/TTL),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dns/records/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated record should reflect in Get-DnsServerResourceRecord,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-422,DNS Record API,DELETE /api/dns/records/{id} delete CAA record,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dns/records/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and record should be removed from zone file,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-423,DNS Record API,POST /api/dns/records create CAA with invalid payload (missing fields/bad value),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400 with proper validation error message,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,CNAME RECORD API,,,,,,
2026-06-19,TC-424,DNS Record API,GET /api/dns/records?type=CNAME returns list of CNAME records,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/records?type=CNAME
4. Verify HTTP status code and response schema",API should return 200 with list of CNAME records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-425,DNS Record API,POST /api/dns/records create CNAME record with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and record should be created on Windows DNS server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-426,DNS Record API,PUT /api/dns/records/{id} update existing CNAME record (value/TTL),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dns/records/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated record should reflect in Get-DnsServerResourceRecord,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-427,DNS Record API,DELETE /api/dns/records/{id} delete CNAME record,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dns/records/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and record should be removed from zone file,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-19,TC-428,DNS Record API,POST /api/dns/records create CNAME with invalid payload (missing fields/bad value),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400 with proper validation error message,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,MX RECORD API,,,,,,
2026-06-22,TC-429,DNS Record API,GET /api/dns/records?type=MX returns list of MX records,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/records?type=MX
4. Verify HTTP status code and response schema",API should return 200 with list of MX records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-430,DNS Record API,POST /api/dns/records create MX record with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and record should be created on Windows DNS server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-431,DNS Record API,PUT /api/dns/records/{id} update existing MX record (value/TTL),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dns/records/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated record should reflect in Get-DnsServerResourceRecord,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-432,DNS Record API,DELETE /api/dns/records/{id} delete MX record,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dns/records/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and record should be removed from zone file,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-433,DNS Record API,POST /api/dns/records create MX with invalid payload (missing fields/bad value),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400 with proper validation error message,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,NS RECORD API,,,,,,
2026-06-22,TC-434,DNS Record API,GET /api/dns/records?type=NS returns list of NS records,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/records?type=NS
4. Verify HTTP status code and response schema",API should return 200 with list of NS records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-435,DNS Record API,POST /api/dns/records create NS record with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and record should be created on Windows DNS server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-436,DNS Record API,PUT /api/dns/records/{id} update existing NS record (value/TTL),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dns/records/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated record should reflect in Get-DnsServerResourceRecord,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-437,DNS Record API,DELETE /api/dns/records/{id} delete NS record,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dns/records/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and record should be removed from zone file,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-438,DNS Record API,POST /api/dns/records create NS with invalid payload (missing fields/bad value),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400 with proper validation error message,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,SRV RECORD API,,,,,,
2026-06-22,TC-439,DNS Record API,GET /api/dns/records?type=SRV returns list of SRV records,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/records?type=SRV
4. Verify HTTP status code and response schema",API should return 200 with list of SRV records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-440,DNS Record API,POST /api/dns/records create SRV record with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and record should be created on Windows DNS server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-441,DNS Record API,PUT /api/dns/records/{id} update existing SRV record (value/TTL),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dns/records/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated record should reflect in Get-DnsServerResourceRecord,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-442,DNS Record API,DELETE /api/dns/records/{id} delete SRV record,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dns/records/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and record should be removed from zone file,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-443,DNS Record API,POST /api/dns/records create SRV with invalid payload (missing fields/bad value),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400 with proper validation error message,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,PTR RECORD API,,,,,,
2026-06-22,TC-444,DNS Record API,GET /api/dns/records?type=PTR returns list of PTR records,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/records?type=PTR
4. Verify HTTP status code and response schema",API should return 200 with list of PTR records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-445,DNS Record API,POST /api/dns/records create PTR record with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and record should be created on Windows DNS server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-446,DNS Record API,PUT /api/dns/records/{id} update existing PTR record (value/TTL),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dns/records/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated record should reflect in Get-DnsServerResourceRecord,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-447,DNS Record API,DELETE /api/dns/records/{id} delete PTR record,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dns/records/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and record should be removed from zone file,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-22,TC-448,DNS Record API,POST /api/dns/records create PTR with invalid payload (missing fields/bad value),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400 with proper validation error message,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,TXT RECORD API,,,,,,
2026-06-23,TC-449,DNS Record API,GET /api/dns/records?type=TXT returns list of TXT records,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/records?type=TXT
4. Verify HTTP status code and response schema",API should return 200 with list of TXT records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-450,DNS Record API,POST /api/dns/records create TXT record with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and record should be created on Windows DNS server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-451,DNS Record API,PUT /api/dns/records/{id} update existing TXT record (value/TTL),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dns/records/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated record should reflect in Get-DnsServerResourceRecord,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-452,DNS Record API,DELETE /api/dns/records/{id} delete TXT record,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dns/records/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and record should be removed from zone file,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-453,DNS Record API,POST /api/dns/records create TXT with invalid payload (missing fields/bad value),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400 with proper validation error message,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,DS RECORD API,,,,,,
2026-06-23,TC-454,DNS Record API,GET /api/dns/records?type=DS returns list of DS records,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/records?type=DS
4. Verify HTTP status code and response schema",API should return 200 with list of DS records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-455,DNS Record API,POST /api/dns/records create DS record with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and record should be created on Windows DNS server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-456,DNS Record API,PUT /api/dns/records/{id} update existing DS record (value/TTL),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dns/records/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated record should reflect in Get-DnsServerResourceRecord,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-457,DNS Record API,DELETE /api/dns/records/{id} delete DS record,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dns/records/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and record should be removed from zone file,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-458,DNS Record API,POST /api/dns/records create DS with invalid payload (missing fields/bad value),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400 with proper validation error message,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,HINFO RECORD API,,,,,,
2026-06-23,TC-459,DNS Record API,GET /api/dns/records?type=HINFO returns list of HINFO records,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/records?type=HINFO
4. Verify HTTP status code and response schema",API should return 200 with list of HINFO records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-460,DNS Record API,POST /api/dns/records create HINFO record with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and record should be created on Windows DNS server,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-461,DNS Record API,PUT /api/dns/records/{id} update existing HINFO record (value/TTL),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dns/records/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated record should reflect in Get-DnsServerResourceRecord,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-462,DNS Record API,DELETE /api/dns/records/{id} delete HINFO record,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send DELETE request to /api/dns/records/{id}
5. Verify GET returns 404 and resource is removed on Windows server",API should return 200/204 and record should be removed from zone file,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-463,DNS Record API,POST /api/dns/records create HINFO with invalid payload (missing fields/bad value),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/records with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400 with proper validation error message,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,DNS AUDIT API,,,,,,
2026-06-23,TC-464,DNS Audit API,GET /api/dns/audit returns DNS audit log entries with filters (user/date/action),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/audit
4. Verify HTTP status code and response schema",API should return 200 with paginated DNS audit entries,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-465,DNS Audit API,GET /api/dns/audit with date range filter returns filtered results,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/audit
4. Verify HTTP status code and response schema",Only entries within date range should be returned,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-23,TC-466,DNS Audit API,GET /api/dns/audit without authentication token,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/audit
4. Verify HTTP status code and response schema",API should return 401 Unauthorized,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
2026-06-23,TC-467,DNS Audit API,GET /api/dns/audit with invalid filter values,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/audit
4. Verify HTTP status code and response schema",API should return 400 with validation error,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,IMPORT BIND API,,,,,,
2026-06-24,TC-468,Import BIND API,POST /api/dns/import-bind with valid BIND zone file,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/import-bind with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 200 and all zone records should load into Windows DNS,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-24,TC-469,Import BIND API,POST /api/dns/import-bind with large BIND file (1000+ records),"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/import-bind with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should process file within timeout and import all records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-24,TC-470,Import BIND API,POST /api/dns/import-bind with malformed BIND file,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/import-bind with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 400 with parsing error details,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
2026-06-24,TC-471,Import BIND API,POST /api/dns/import-bind without file attached,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dns/import-bind with payload
5. Capture response status, id and body
6. Verify error response code and validation message",API should return 400 - file required,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,EXPORT BIND API,,,,,,
2026-06-24,TC-472,Export BIND API,GET /api/dns/export-bind?zone={zone} returns valid BIND format file,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/export-bind?zone={zone}
4. Verify HTTP status code and response schema",API should return 200 and downloaded file should be valid BIND format,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-24,TC-473,Export BIND API,GET /api/dns/export-bind for zone with all record types,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/export-bind
4. Verify HTTP status code and response schema",Exported file should contain A/AAAA/MX/TXT/SRV/CNAME/NS/PTR records,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-24,TC-474,Export BIND API,GET /api/dns/export-bind for non-existent zone,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/export-bind
4. Verify HTTP status code and response schema",API should return 404 Not Found,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
2026-06-24,TC-475,Export BIND API,GET /api/dns/export-bind without zone parameter,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dns/export-bind
4. Verify HTTP status code and response schema",API should return 400 - zone is required,,Not Started,Platform: Windows / API | Type: API | Nature: Negative
,,DHCP SUBNET API,,,,,,
2026-06-24,TC-476,DHCP Subnet API,GET /api/dhcp/dhcp-subnet returns list of DHCP Subnet,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Send GET request to /api/dhcp/dhcp-subnet
4. Verify HTTP status code and response schema",API should return 200 with list of DHCP Subnet,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-24,TC-477,DHCP Subnet API,POST /api/dhcp/dhcp-subnet create DHCP Subnet with valid payload,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Prepare JSON payload as per API spec
4. Send POST request to /api/dhcp/dhcp-subnet with payload
5. Capture response status, id and body
6. Verify resource on Windows server via PowerShell Get-* command",API should return 201 and DHCP Subnet should be created on Windows DHCP,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
2026-06-24,TC-478,DHCP Subnet API,PUT /api/dhcp/dhcp-subnet/{id} update DHCP Subnet,"1. Obtain valid auth token via POST /api/login
2. Set Content-Type: application/json and Authorization header
3. Get existing resource id via GET
4. Send PUT request to /api/dhcp/dhcp-subnet/{id} with updated payload
5. Re-fetch resource via GET and verify updated values
6. Verify update on Windows server via PowerShell Get-* command",API should return 200 and updated values should reflect in Get-DhcpServer commands,,Not Started,Platform: Windows / API | Type: API | Nature: Positive
